,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
154,1,CASH_OUT,1,C1,0,0,C7,2,4,0
155,1,CASH_OUT,2,C1,0,0,C1,3,1,0
156,1,CASH_OUT,1,C9,0,0,C1,6,8,0
157,1,CASH_OUT,1,C3,0,0,C2,2,1,0
158,1,CASH_OUT,1,C2,0,0,C1,2,2,0
159,1,CASH_OUT,1,C9,0,0,C4,2,5,0
160,1,CASH_OUT,1,C1,0,0,C7,1,0,0
161,1,CASH_OUT,2,C1,0,0,C1,4,4,0
162,1,CASH_OUT,2,C1,0,0,C4,3,4,0
163,1,CASH_OUT,1,C1,0,0,C2,1,0,0
164,1,CASH_OUT,1,C2,0,0,C1,2,0,0
165,1,CASH_OUT,2,C7,0,0,C7,4,0,0
166,1,CASH_OUT,1,C8,0,0,C4,4,4,0
167,1,CASH_OUT,1,C1,0,0,C4,2,1,0
168,1,CASH_OUT,1,C5,0,0,C1,2,0,0
169,1,CASH_OUT,1,C1,0,0,C2,2,4,0
170,1,CASH_OUT,1,C1,0,0,C5,1,3,0
171,1,CASH_OUT,1,C2,0,0,C1,6,8,0
172,1,CASH_OUT,1,C1,0,0,C1,1,1,0
173,1,CASH_OUT,1,C4,0,0,C7,2,1,0
174,1,CASH_OUT,1,C1,0,0,C2,1,0,0
175,1,CASH_OUT,1,C1,0,0,C1,1,0,0
176,1,CASH_OUT,1,C2,0,0,C8,1,2,0
177,1,CASH_OUT,1,C1,0,0,C1,6,8,0
178,1,CASH_OUT,1,C6,0,0,C1,1,2,0
179,1,CASH_OUT,1,C9,0,0,C9,1,0,0
180,1,CASH_OUT,1,C1,0,0,C1,2,5,0
181,1,CASH_OUT,1,C1,0,0,C8,2,1,0
182,1,CASH_OUT,1,C4,0,0,C1,2,1,0
183,1,CASH_OUT,1,C1,0,0,C4,1,1,0
184,1,CASH_OUT,1,C8,0,0,C1,4,4,0
185,1,CASH_OUT,1,C1,0,0,C1,1,0,0
186,1,CASH_OUT,1,C9,0,0,C1,1,3,0
187,1,CASH_OUT,2,C5,0,0,C1,2,1,0
188,1,CASH_OUT,1,C2,0,0,C9,2,4,0
189,1,CASH_OUT,2,C1,0,0,C5,3,4,0
190,1,CASH_OUT,1,C1,0,0,C4,2,5,0
191,1,CASH_OUT,1,C2,0,0,C9,2,5,0
192,1,CASH_OUT,1,C1,0,0,C1,2,0,0
193,1,CASH_OUT,1,C1,0,0,C2,2,4,0
194,1,CASH_OUT,1,C9,0,0,C9,2,4,0
195,1,CASH_OUT,1,C2,0,0,C1,4,1,0
196,1,CASH_OUT,1,C2,0,0,C1,2,4,0
197,1,CASH_OUT,1,C1,0,0,C2,3,6,0
198,1,CASH_OUT,2,C6,0,0,C4,3,5,0
199,1,CASH_OUT,1,C2,0,0,C1,2,5,0
200,1,CASH_OUT,2,C5,0,0,C4,4,5,0
201,1,CASH_OUT,2,C1,0,0,C7,2,4,0
202,1,CASH_OUT,1,C7,0,0,C7,2,0,0
203,1,CASH_OUT,1,C2,0,0,C2,2,0,0
204,1,CASH_OUT,1,C1,0,0,C3,2,1,0
205,1,CASH_OUT,1,C1,0,0,C4,4,4,0
206,1,CASH_OUT,1,C2,0,0,C7,2,0,0
207,1,CASH_OUT,1,C1,0,0,C1,2,1,0
208,1,CASH_OUT,1,C3,0,0,C1,2,5,0
209,1,CASH_OUT,1,C7,0,0,C4,2,1,0
210,1,CASH_OUT,3,C1,0,0,C9,3,4,0
211,1,CASH_OUT,1,C9,0,0,C5,1,3,0
212,1,CASH_OUT,1,C9,0,0,C4,4,4,0
213,1,CASH_OUT,1,C7,0,0,C1,3,5,0
214,1,CASH_OUT,1,C5,0,0,C7,3,4,0
215,1,CASH_OUT,2,C1,0,0,C3,4,4,0
216,1,CASH_OUT,1,C1,0,0,C1,2,1,0
217,1,CASH_OUT,1,C2,0,0,C4,4,5,0
218,1,PAYMENT,1,C1,1,1,M1,0,0,0
219,1,PAYMENT,1,C1,1,1,M1,0,0,0
220,1,PAYMENT,1,C1,1,0,M1,0,0,0
221,1,PAYMENT,1,C1,1,1,M1,0,0,1
222,1,PAYMENT,1,C4,1,1,M2,0,0,0
223,1,PAYMENT,1,C2,2,2,M1,0,0,0
224,1,PAYMENT,1,C1,1,1,M1,0,0,0
225,1,PAYMENT,1,C3,1,1,M4,0,0,0
226,1,PAYMENT,1,C1,1,0,M2,0,0,0
227,1,DEBIT,1,C1,2,2,C5,1,1,0
228,1,PAYMENT,1,C2,2,1,M6,0,0,0
229,1,PAYMENT,1,C1,1,1,M7,0,0,0
230,1,CASH_OUT,1,C2,1,0,C1,1,1,0
231,1,CASH_OUT,1,C8,0,0,C4,2,1,0
232,1,CASH_OUT,1,C1,0,0,C1,2,0,0
233,1,CASH_OUT,1,C5,0,0,C7,2,1,0
234,1,PAYMENT,1,C7,2,2,M1,0,0,0
235,1,PAYMENT,1,C2,1,1,M1,0,0,0
236,1,TRANSFER,2,C2,1,0,C4,4,5,0
237,1,PAYMENT,1,C6,1,1,M9,0,0,0
238,1,PAYMENT,1,C1,1,1,M1,0,0,0
239,1,PAYMENT,1,C1,1,1,M2,0,0,0
240,1,PAYMENT,1,C8,1,1,M1,0,0,0
241,1,PAYMENT,1,C1,6,6,M1,0,0,0
242,1,PAYMENT,1,C1,6,6,M1,0,0,0
243,1,PAYMENT,1,C8,6,6,M1,0,0,0
244,1,PAYMENT,1,C1,6,6,M4,0,0,0
245,1,PAYMENT,1,C8,6,6,M1,0,0,0
246,1,PAYMENT,1,C7,6,6,M1,0,0,0
247,1,PAYMENT,1,C1,1,1,M1,0,0,0
248,1,PAYMENT,1,C1,1,1,M7,0,0,0
249,1,PAYMENT,1,C8,1,1,M5,0,0,0
250,1,PAYMENT,1,C2,1,1,M7,0,0,0
251,1,TRANSFER,1,C1,1,0,C9,0,0,1
252,1,CASH_OUT,1,C2,1,0,C1,1,0,1
253,1,PAYMENT,1,C1,1,0,M1,0,0,0
254,1,PAYMENT,1,C8,1,1,M1,0,0,0
255,1,PAYMENT,1,C1,2,2,M1,0,0,0
256,1,PAYMENT,1,C6,1,0,M1,0,0,0
257,1,PAYMENT,1,C1,1,1,M3,0,0,0
258,1,PAYMENT,1,C1,1,1,M9,0,0,0
259,1,PAYMENT,1,C8,1,1,M2,0,0,0
260,1,DEBIT,1,C7,2,1,C1,1,2,0
261,1,PAYMENT,1,C1,1,1,M1,0,0,0
262,1,PAYMENT,1,C1,1,0,M5,0,0,0
263,1,PAYMENT,1,C7,1,1,M1,0,0,0
264,1,PAYMENT,1,C4,1,1,M1,0,0,0
265,1,PAYMENT,1,C9,1,0,M9,0,0,0
266,1,PAYMENT,1,C6,0,0,M1,0,0,0
267,1,PAYMENT,1,C1,1,1,M8,0,0,0
268,1,PAYMENT,1,C1,1,1,M1,0,0,0
269,1,PAYMENT,1,C7,1,1,M1,0,0,0
270,1,CASH_OUT,2,C1,1,0,C1,2,1,0
271,1,PAYMENT,1,C2,1,1,M2,0,0,0
272,1,PAYMENT,1,C1,1,1,M1,0,0,0
273,1,PAYMENT,1,C1,1,0,M4,0,0,0
274,1,TRANSFER,1,C9,1,0,C1,1,2,0
275,1,PAYMENT,1,C1,1,1,M1,0,0,0
276,1,CASH_OUT,1,C2,1,0,C1,2,2,0
277,1,PAYMENT,1,C7,1,1,M7,0,0,0
278,1,PAYMENT,1,C3,1,1,M3,0,0,0
279,1,CASH_OUT,2,C1,1,0,C1,3,5,0
280,1,CASH_OUT,1,C5,0,0,C7,2,1,0
281,1,CASH_OUT,1,C1,0,0,C9,1,0,0
282,1,CASH_OUT,1,C1,0,0,C1,2,4,1
283,1,CASH_OUT,2,C2,0,0,C2,2,4,0
284,1,CASH_OUT,1,C1,0,0,C1,2,4,0
285,1,CASH_OUT,1,C4,0,0,C9,4,4,0
286,1,CASH_OUT,1,C3,0,0,C1,2,2,0
287,1,CASH_OUT,1,C1,0,0,C7,2,0,0
288,1,CASH_OUT,2,C1,0,0,C1,3,5,0
289,1,CASH_OUT,3,C1,0,0,C1,6,8,0
290,1,CASH_OUT,1,C5,0,0,C1,4,5,0
291,1,PAYMENT,1,C1,1,1,M3,0,0,0
292,1,PAYMENT,1,C1,1,1,M1,0,0,0
293,1,PAYMENT,1,C4,1,1,M9,0,0,0
294,1,PAYMENT,1,C1,1,1,M1,0,0,0
295,1,PAYMENT,1,C1,1,1,M1,0,0,0
296,1,CASH_OUT,2,C1,1,0,C1,2,1,0
297,1,PAYMENT,1,C2,1,1,M1,0,0,0
298,1,PAYMENT,1,C2,1,1,M1,0,0,0
299,1,PAYMENT,1,C1,1,0,M1,0,0,0
300,1,DEBIT,1,C1,2,2,C6,4,6,0
301,1,PAYMENT,1,C1,1,1,M1,0,0,0
302,1,DEBIT,1,C1,1,1,C4,4,4,0
303,1,PAYMENT,1,C1,1,1,M1,0,0,0
304,1,PAYMENT,1,C4,4,4,M1,0,0,0
305,1,PAYMENT,1,C1,4,4,M2,0,0,0
306,1,DEBIT,1,C4,1,0,C4,1,0,0
307,1,PAYMENT,1,C2,1,1,M2,0,0,0
308,1,CASH_OUT,2,C1,1,0,C1,1,2,0
309,1,PAYMENT,1,C2,0,0,M8,0,0,0
310,1,PAYMENT,1,C1,2,2,M9,0,0,0
311,1,PAYMENT,1,C8,1,1,M1,0,0,0
312,1,PAYMENT,1,C1,1,1,M3,0,0,0
313,1,PAYMENT,1,C7,1,0,M1,0,0,0
314,1,PAYMENT,1,C1,0,0,M1,0,0,0
315,1,PAYMENT,1,C7,0,0,M1,0,0,0
316,1,PAYMENT,1,C1,0,0,M1,0,0,0
317,1,PAYMENT,1,C1,0,0,M1,0,0,0
318,1,PAYMENT,1,C1,0,0,M2,0,0,0
319,1,PAYMENT,1,C1,0,0,M6,0,0,0
320,1,PAYMENT,1,C1,0,0,M2,0,0,0
321,1,PAYMENT,1,C4,0,0,M1,0,0,0
322,1,PAYMENT,1,C8,0,0,M1,0,0,0
323,1,PAYMENT,1,C1,0,0,M1,0,0,0
324,1,PAYMENT,1,C2,0,0,M4,0,0,0
325,1,PAYMENT,1,C7,0,0,M2,0,0,0
326,1,DEBIT,1,C8,1,1,C6,1,2,0
327,1,PAYMENT,1,C4,1,1,M1,0,0,0
328,1,CASH_OUT,1,C1,1,0,C1,1,1,0
329,1,PAYMENT,1,C1,1,1,M2,0,0,0
330,1,DEBIT,1,C3,0,0,C4,2,0,0
331,1,CASH_OUT,1,C4,0,0,C4,2,1,0
332,1,PAYMENT,1,C1,1,1,M1,0,0,0
333,1,PAYMENT,1,C1,1,1,M7,0,0,0
334,1,PAYMENT,1,C1,1,1,M2,0,0,0
335,1,DEBIT,1,C2,1,1,C7,4,4,0
336,1,PAYMENT,1,C3,3,3,M8,0,0,1
337,1,TRANSFER,1,C1,1,0,C2,1,1,0
338,1,PAYMENT,1,C6,0,0,M6,0,0,0
339,1,PAYMENT,1,C1,0,0,M8,0,0,0
340,1,PAYMENT,1,C1,0,0,M2,0,0,0
341,1,PAYMENT,1,C1,1,0,M1,0,0,0
342,1,PAYMENT,1,C1,1,1,M1,0,0,0
343,1,PAYMENT,1,C1,1,1,M2,0,0,0
344,1,PAYMENT,1,C1,1,0,M1,0,0,0
345,1,TRANSFER,3,C1,1,0,C1,1,5,0
346,1,DEBIT,1,C8,2,2,C1,2,1,0
347,1,PAYMENT,1,C1,1,1,M7,0,0,0
348,1,PAYMENT,1,C1,1,1,M1,0,0,0
349,1,PAYMENT,1,C7,1,1,M1,0,0,0
350,1,PAYMENT,1,C8,1,0,M2,0,0,1
351,1,PAYMENT,1,C8,1,1,M1,0,0,0
352,1,TRANSFER,1,C1,1,0,C1,2,1,0
353,1,TRANSFER,1,C5,0,0,C1,1,2,0
354,1,TRANSFER,1,C9,0,0,C1,2,2,0
355,1,TRANSFER,1,C1,0,0,C5,4,4,0
356,1,TRANSFER,1,C2,0,0,C1,3,1,0
357,1,TRANSFER,2,C1,0,0,C4,4,5,0
358,1,TRANSFER,5,C4,0,0,C1,6,8,0
359,1,TRANSFER,5,C1,0,0,C1,8,8,0
360,1,TRANSFER,4,C1,0,0,C6,4,6,0
361,1,TRANSFER,2,C1,0,0,C1,4,5,0
362,1,TRANSFER,4,C3,0,0,C1,8,8,0
363,1,TRANSFER,1,C1,0,0,C1,4,1,0
364,1,TRANSFER,2,C5,0,0,C1,4,1,0
365,1,TRANSFER,4,C9,0,0,C4,4,5,0
366,1,DEBIT,1,C1,1,1,C9,1,4,0
367,1,TRANSFER,1,C1,1,0,C1,4,5,0
368,1,TRANSFER,1,C5,0,0,C9,2,6,0
369,1,TRANSFER,1,C1,0,0,C2,2,0,0
370,1,TRANSFER,1,C4,0,0,C1,1,3,0
371,1,TRANSFER,1,C3,0,0,C3,4,5,1
372,1,TRANSFER,2,C9,0,0,C2,3,6,0
373,1,TRANSFER,4,C1,0,0,C9,4,4,0
374,1,TRANSFER,4,C1,0,0,C1,4,1,0
375,1,TRANSFER,6,C1,0,0,C1,8,8,0
376,1,TRANSFER,5,C2,0,0,C1,9,8,0
377,1,TRANSFER,4,C2,0,0,C1,5,1,0
378,1,TRANSFER,3,C6,0,0,C7,4,4,0
379,1,TRANSFER,4,C2,0,0,C1,5,1,0
380,1,TRANSFER,3,C1,0,0,C5,4,4,0
381,1,TRANSFER,2,C1,0,0,C9,2,5,0
382,1,TRANSFER,4,C1,0,0,C9,5,4,0
383,1,TRANSFER,4,C9,0,0,C2,4,6,0
384,1,TRANSFER,1,C1,0,0,C1,2,1,0
385,1,PAYMENT,1,C2,1,0,M1,0,0,0
386,1,PAYMENT,1,C1,1,1,M1,0,0,0
387,1,PAYMENT,1,C1,1,1,M6,0,0,0
388,1,CASH_OUT,2,C1,1,0,C1,4,5,0
389,1,CASH_IN,1,C1,0,2,C1,3,1,0
390,1,CASH_IN,1,C1,2,2,C2,3,4,0
391,1,CASH_IN,1,C8,2,2,C2,1,0,0
392,1,CASH_IN,1,C1,2,3,C3,4,4,0
393,1,CASH_IN,1,C1,3,3,C1,2,1,0
394,1,CASH_IN,1,C1,3,4,C1,4,1,0
395,1,CASH_IN,1,C4,4,4,C4,2,1,0
396,1,CASH_IN,1,C6,4,4,C5,4,4,0
397,1,CASH_IN,2,C1,4,4,C9,2,6,0
398,1,CASH_IN,1,C1,4,4,C4,4,5,0
399,1,CASH_IN,2,C1,4,4,C4,4,4,0
400,1,CASH_IN,2,C1,4,5,C4,4,4,0
401,1,CASH_IN,2,C1,5,5,C7,4,0,0
402,1,CASH_IN,1,C1,5,5,C9,2,0,0
403,1,CASH_IN,1,C5,5,5,C1,3,1,0
404,1,CASH_IN,1,C1,5,5,C4,5,5,0
405,1,CASH_IN,1,C9,5,5,C4,2,0,0
406,1,CASH_IN,1,C4,5,5,C1,4,1,0
407,1,CASH_IN,1,C1,5,5,C6,2,1,0
408,1,CASH_IN,1,C1,5,5,C7,3,1,0
409,1,CASH_IN,1,C2,5,5,C9,5,4,0
410,1,CASH_IN,1,C1,5,5,C1,2,2,0
411,1,CASH_IN,4,C4,5,5,C9,5,4,0
412,1,CASH_IN,1,C1,5,5,C5,2,1,0
413,1,CASH_IN,1,C1,5,5,C1,1,0,0
414,1,CASH_IN,1,C1,5,5,C6,2,1,0
415,1,CASH_IN,1,C7,5,5,C1,1,1,0
416,1,CASH_IN,1,C6,5,5,C1,2,0,0
417,1,CASH_IN,1,C1,5,6,C3,2,1,0
418,1,CASH_IN,1,C2,6,6,C5,2,0,0
419,1,CASH_IN,2,C1,6,6,C9,5,4,0
420,1,CASH_IN,1,C2,6,6,C4,3,4,0
421,1,CASH_IN,1,C5,6,6,C1,2,1,0
422,1,CASH_IN,2,C1,6,6,C1,2,1,0
423,1,CASH_IN,1,C1,6,6,C5,4,4,0
424,1,CASH_IN,1,C7,6,6,C5,2,1,0
425,1,CASH_IN,1,C1,6,6,C2,1,1,1
426,1,CASH_IN,1,C1,6,6,C1,2,2,0
427,1,CASH_IN,1,C8,6,6,C1,1,0,0
428,1,CASH_IN,1,C1,6,6,C8,2,1,0
429,1,CASH_IN,1,C1,6,6,C3,4,5,0
430,1,CASH_IN,2,C1,6,6,C7,4,4,0
431,1,CASH_IN,1,C1,6,6,C9,1,1,0
432,1,CASH_IN,2,C1,6,6,C1,9,8,0
433,1,CASH_IN,2,C1,6,6,C1,2,2,0
434,1,CASH_IN,1,C1,6,6,C1,4,1,0
435,1,CASH_IN,1,C2,6,6,C3,4,4,0
436,1,CASH_IN,1,C5,6,6,C1,1,6,0
437,1,CASH_IN,1,C7,6,6,C7,2,1,0
438,1,CASH_IN,1,C3,6,6,C1,4,5,0
439,1,CASH_IN,1,C1,6,6,C1,2,2,0
440,1,CASH_IN,1,C1,6,6,C2,1,2,0
441,1,PAYMENT,1,C1,1,1,M1,0,0,0
442,1,CASH_IN,2,C1,1,2,C9,5,4,0
443,1,CASH_IN,1,C1,2,2,C1,1,0,0
444,1,CASH_IN,1,C6,2,2,C1,1,2,0
445,1,CASH_IN,1,C1,2,3,C5,4,4,0
446,1,CASH_IN,1,C1,3,3,C1,3,1,0
447,1,CASH_IN,1,C1,3,4,C9,4,4,0
448,1,CASH_IN,1,C1,4,4,C1,1,1,0
449,1,CASH_IN,1,C5,4,4,C7,3,1,0
450,1,CASH_IN,1,C1,4,4,C1,5,1,0
451,1,CASH_IN,1,C3,4,4,C1,4,4,0
452,1,CASH_IN,1,C1,4,4,C9,2,4,0
453,1,CASH_IN,1,C5,4,4,C1,1,1,0
454,1,CASH_IN,1,C1,4,4,C6,5,6,0
455,1,CASH_IN,1,C8,4,4,C1,2,0,0
456,1,CASH_IN,1,C1,4,4,C1,4,6,0
457,1,CASH_IN,1,C7,4,4,C1,2,0,0
458,1,CASH_IN,1,C1,4,4,C8,1,0,0
459,1,CASH_IN,1,C7,4,4,C9,4,4,0
460,1,CASH_IN,1,C3,4,5,C5,4,4,0
461,1,CASH_IN,1,C2,5,5,C1,4,1,0
462,1,CASH_IN,1,C5,5,5,C9,4,4,0
463,1,CASH_IN,1,C2,5,5,C1,9,8,0
464,1,CASH_IN,1,C1,5,5,C1,2,2,1
465,1,CASH_IN,3,C2,5,5,C1,4,1,0
466,1,CASH_IN,1,C1,5,5,C1,5,1,0
467,1,CASH_IN,1,C6,5,5,C1,1,0,0
468,1,CASH_IN,1,C3,5,5,C1,2,0,0
469,1,CASH_IN,1,C2,5,5,C1,2,1,0
470,1,CASH_IN,1,C5,5,5,C2,1,1,0
471,1,CASH_IN,2,C8,5,5,C1,4,5,0
472,1,CASH_IN,1,C1,5,5,C4,5,5,0
473,1,CASH_IN,1,C1,5,5,C1,2,2,0
474,1,CASH_IN,2,C5,5,5,C2,2,0,0
